ticker,date,sector,pct_positive,pct_negative,pct_neutral,sentiment_score,uncertainty_rate,call_date,actual_date,CAR+1,CAR+5,CAR+10,CAR+20,CAR-1,CAR-5,CAR-10,event_day_CAR,label
AMZN,2026-02-05,Technology,0.3667,0.02,0.6133,0.3467,2.7394,2026-02-05,2026-02-05,-0.074733,-0.109073,-0.07392,-0.034837,-0.031719,-0.055107,-0.033226,-0.074733,0
BAC,2023-04-18,Financial,0.42,0.08,0.5,0.34,3.5735,2023-04-18,2023-04-18,-0.016192,-0.036655,-0.070398,-0.095152,0.005604,0.053479,0.060972,-0.016192,0
BAC,2023-07-18,Financial,0.4933,0.08,0.4267,0.4133,3.6624,2023-07-18,2023-07-18,0.024812,0.044479,0.024925,0.000124,0.036787,0.03138,0.027935,0.024812,1
BAC,2023-10-17,Financial,0.36,0.1,0.54,0.26,4.0687,2023-10-17,2023-10-17,0.002101,-0.049426,-0.005474,0.028779,0.023388,0.019178,0.03177,0.002101,0
BAC,2024-01-12,Financial,0.3267,0.08,0.5933,0.2467,3.9293,2024-01-12,2024-01-12,-0.017061,-0.021825,-0.005913,-0.025978,-0.011251,-0.066063,-0.031856,-0.017061,0
BAC,2024-04-16,Financial,0.4467,0.08,0.4733,0.3667,3.9809,2024-04-16,2024-04-16,0.021778,0.102191,0.070264,0.070599,-0.033503,-0.050432,-0.040733,0.021778,1
BAC,2024-07-16,Financial,0.4,0.0733,0.5267,0.3267,4.1254,2024-07-16,2024-07-16,0.010622,-0.01936,-0.024112,-0.088085,0.047543,0.049163,0.06718,0.010622,0
BAC,2024-10-15,Financial,0.4867,0.1,0.4133,0.3867,3.6699,2024-10-15,2024-10-15,0.011316,-0.002309,0.005822,0.058749,0.013258,0.043815,0.054825,0.011316,1
BAC,2024-01-16,Financial,0.4133,0.0933,0.4933,0.32,4.6464,2024-01-16,2024-01-16,-0.004404,-0.000672,0.049521,-0.020708,-0.017061,-0.060414,-0.045236,-0.004404,1
BAC,2025-04-15,Financial,0.4733,0.0867,0.44,0.3867,6.2294,2025-04-15,2025-04-15,0.004855,0.024079,0.018259,0.084711,0.038798,0.001656,-0.042716,0.004855,1
BAC,2025-07-16,Financial,0.4533,0.06,0.4867,0.3933,3.94,2025-07-16,2025-07-16,0.015388,0.029836,0.025525,-0.006826,-0.005943,-0.017549,-0.054666,0.015388,1
BAC,2025-10-15,Financial,0.56,0.06,0.38,0.5,3.4939,2025-10-15,2025-10-15,-0.028385,-0.026525,-0.027667,0.007627,0.039282,0.060753,0.036478,-0.028385,0
BAC,2026-01-14,Financial,0.5067,0.0667,0.4267,0.44,4.4491,2026-01-14,2026-01-14,-0.000627,0.001427,0.006102,0.013929,-0.032855,-0.057925,-0.055527,-0.000627,1
BA,2023-04-26,Industrial,0.4133,0.0933,0.4933,0.32,4.6881,2023-04-26,2023-04-26,-0.005083,-0.019395,-0.031783,-0.035163,0.00839,-0.003599,-0.034802,-0.005083,0
BA,2024-04-24,Industrial,0.46,0.1,0.44,0.36,3.7893,2024-04-24,2024-04-24,0.018891,0.0534,0.074179,0.085255,-0.028193,-0.044255,-0.04204,0.018891,1
BA,2025-04-23,Industrial,0.4467,0.1133,0.44,0.3333,5.6478,2025-04-23,2025-04-23,0.001519,0.027352,0.028466,0.090314,0.045113,0.11242,0.15817,0.001519,1
BA,2023-07-26,Industrial,0.4467,0.12,0.4333,0.3267,4.6268,2023-07-26,2023-07-26,0.010711,0.005711,0.043162,0.009271,0.087087,0.115331,0.05099,0.010711,1
BA,2024-07-31,Industrial,0.4133,0.1267,0.46,0.2867,4.4485,2024-07-31,2024-07-31,-0.050319,-0.085178,-0.103132,-0.117953,0.00376,0.040777,0.042169,-0.050319,0
BA,2025-07-29,Industrial,0.5133,0.04,0.4467,0.4733,5.4973,2025-07-29,2025-07-29,0.000198,0.006079,0.017188,0.023119,-0.041058,-0.020681,-0.038132,0.000198,1
BA,2023-10-25,Industrial,0.3933,0.14,0.4667,0.2533,3.9626,2023-10-25,2023-10-25,0.019627,0.053311,0.032154,0.147588,-0.011037,-0.01344,-0.050519,0.019627,1
BA,2024-10-23,Industrial,0.26,0.18,0.56,0.08,5.8486,2024-10-23,2024-10-23,-0.014005,-0.021132,-0.085612,-0.091554,-0.008501,0.021346,0.05001,-0.014005,0
BA,2025-10-29,Industrial,0.4867,0.1067,0.4067,0.38,4.2577,2025-10-29,2025-10-29,-0.05221,-0.060455,-0.078818,-0.113608,-0.044138,-0.043232,-0.035368,-0.05221,0
BA,2024-01-31,Industrial,0.28,0.0733,0.6467,0.2067,4.2868,2024-01-31,2024-01-31,-0.018916,-0.027349,-0.068789,-0.086872,0.069201,-0.009259,0.016876,-0.018916,0
BA,2025-01-28,Industrial,0.4267,0.14,0.4333,0.2867,5.6169,2025-01-28,2025-01-28,-0.018692,-0.004186,0.013656,-0.010153,0.006365,0.010208,0.002486,-0.018692,1
BA,2026-01-27,Industrial,0.5667,0.0533,0.38,0.5133,5.3156,2026-01-27,2026-01-27,-0.012044,-0.038086,-0.00321,-0.054699,-0.019562,-0.044264,0.019333,-0.012044,0
BLK,2023-04-14,Financial,0.3533,0.1267,0.52,0.2267,4.8166,2023-04-14,2023-04-14,0.006581,-0.014399,-0.037531,-0.064762,0.033156,0.045223,0.024122,0.006581,0
BLK,2023-07-14,Financial,0.4933,0.0667,0.44,0.4267,4.7867,2023-07-14,2023-07-14,-0.003692,0.025384,-0.002843,-0.036451,-0.015287,0.039749,0.032364,-0.003692,0
BLK,2023-10-13,Financial,0.4667,0.1267,0.4067,0.34,7.9126,2023-10-13,2023-10-13,0.00189,0.003453,0.001123,0.038379,-0.008396,-0.036341,-0.038531,0.00189,1
BLK,2023-01-12,Financial,0.5,0.08,0.42,0.42,5.0166,2023-01-12,2023-01-12,-0.00384,-0.013527,-0.015044,-0.068299,-0.006233,0.028842,0.022684,-0.00384,0
BLK,2024-04-12,Financial,0.5,0.0533,0.4467,0.4467,4.1093,2024-04-12,2024-04-12,0.011991,0.013134,0.004389,0.024026,-0.014901,-0.02821,-0.060961,0.011991,1
BLK,2024-07-15,Financial,0.5067,0.04,0.4533,0.4667,6.8078,2024-07-15,2024-07-15,0.019563,0.036895,0.077486,0.06893,-0.008801,0.030215,0.01346,0.019563,1
BLK,2024-10-11,Financial,0.54,0.0333,0.4267,0.5067,5.0005,2024-10-11,2024-10-11,-0.006704,0.008281,-0.015418,0.017393,0.030293,0.03175,0.03347,-0.006704,0
BLK,2025-01-15,Financial,0.4933,0.0267,0.48,0.4667,3.7782,2025-01-15,2025-01-15,-0.01531,-0.024137,0.036899,-0.061046,0.033732,0.026006,-0.021622,-0.01531,1
BLK,2025-04-11,Financial,0.4267,0.0533,0.52,0.3733,7.0629,2025-04-11,2025-04-11,0.003009,0.009371,0.008112,-0.001683,0.005446,0.011549,-0.032655,0.003009,1
BLK,2025-07-15,Financial,0.4333,0.0667,0.5,0.3667,3.8111,2025-07-15,2025-07-15,0.031145,0.041036,0.050956,0.075413,-0.054478,-0.029748,-0.009889,0.031145,1
BLK,2025-10-14,Financial,0.48,0.02,0.5,0.46,5.7919,2025-10-14,2025-10-14,0.002535,-0.067488,-0.095531,-0.122215,0.035106,0.034332,0.03028,0.002535,0
BLK,2026-01-15,Financial,0.5067,0.04,0.4533,0.4667,3.4946,2026-01-15,2026-01-15,0.006475,-0.01877,-0.032213,-0.058455,0.056626,0.059216,0.065504,0.006475,0
CAT,2023-04-13,Industrial,0.5267,0.1133,0.36,0.4133,3.1275,2023-04-13,2023-04-13,0.01151,0.006552,-0.0253,-0.044127,-0.007977,0.02372,-0.036162,0.01151,0
CAT,2024-04-25,Industrial,0.4667,0.1733,0.36,0.2933,4.775,2024-04-25,2024-04-25,0.006444,-0.010633,0.007641,-0.007054,-0.066403,-0.060187,-0.060025,0.006444,1
CAT,2025-04-30,Industrial,0.3867,0.16,0.4533,0.2267,7.9568,2025-04-30,2025-04-30,0.008078,0.023713,0.070999,0.07345,0.005686,0.009933,0.027566,0.008078,1
CAT,2023-08-01,Industrial,0.6,0.0733,0.3267,0.5267,3.6504,2023-08-01,2023-08-01,0.010169,-0.003021,-0.009307,-0.013827,0.091409,0.099182,0.094535,0.010169,0
CAT,2024-08-06,Industrial,0.44,0.22,0.34,0.22,3.8168,2024-08-06,2024-08-06,0.004723,-0.000229,-0.018351,-0.023574,0.02121,-0.008091,0.005601,0.004723,0
CAT,2025-08-05,Industrial,0.44,0.16,0.4,0.28,5.267,2025-08-05,2025-08-05,-0.022652,-0.073,-0.06063,-0.069122,0.006292,0.021196,0.04226,-0.022652,0
CAT,2023-10-31,Industrial,0.56,0.08,0.36,0.48,3.4307,2023-10-31,2023-10-31,0.014905,-0.005548,0.02348,0.016454,-0.072807,-0.081352,-0.125762,0.014905,1
CAT,2024-10-30,Industrial,0.4,0.2333,0.3667,0.1667,4.5852,2024-10-30,2024-10-30,0.011587,0.080234,-0.008973,0.03205,-0.018316,-0.02032,-0.029139,0.011587,0
CAT,2025-10-29,Industrial,0.52,0.08,0.4,0.44,3.6707,2025-10-29,2025-10-29,0.007002,-0.013637,-0.015465,-0.008869,0.115866,0.10995,0.066065,0.007002,0
CAT,2024-02-05,Industrial,0.5667,0.1133,0.32,0.4533,5.0604,2024-02-05,2024-02-05,0.001204,-0.016399,-0.032381,0.008039,0.023667,0.057246,0.094559,0.001204,0
CAT,2025-01-30,Industrial,0.4667,0.2067,0.3267,0.26,4.2352,2025-01-30,2025-01-30,-0.004119,-0.02753,-0.064501,-0.064802,-0.051777,-0.069588,-0.016775,-0.004119,0
CAT,2026-01-29,Industrial,0.5533,0.06,0.3867,0.4933,2.9595,2026-01-29,2026-01-29,-0.008863,0.043306,0.158274,0.128233,0.036122,0.018612,0.038578,-0.008863,1
COP,2023-05-04,Energy,0.2933,0.02,0.6867,0.2733,5.189,2023-05-04,2023-05-04,0.012404,0.008708,0.005248,0.00042,0.020299,-0.020578,-0.045473,0.012404,1
COP,2024-05-02,Energy,0.3,0.04,0.66,0.26,4.2931,2024-05-02,2024-05-02,-0.012559,-0.020653,-0.060408,-0.085372,-0.026162,-0.063469,-0.054533,-0.012559,0
COP,2025-05-08,Energy,0.24,0.0733,0.6867,0.1667,5.3922,2025-05-08,2025-05-08,-0.001316,0.00166,-0.053941,-0.069969,0.005688,-0.031988,-0.066064,-0.001316,0
COP,2023-08-03,Energy,0.3467,0.0933,0.56,0.2533,4.0965,2023-08-03,2023-08-03,-0.006609,0.013833,0.047511,0.036274,-0.002325,0.001243,0.036933,-0.006609,1
COP,2024-08-01,Energy,0.3067,0.0733,0.62,0.2333,4.7006,2024-08-01,2024-08-01,-0.005554,0.021655,0.015098,0.034554,-0.011109,-0.032321,-0.053031,-0.005554,1
COP,2025-08-07,Energy,0.36,0.06,0.58,0.3,5.316,2025-08-07,2025-08-07,0.006349,0.01285,0.026766,-0.011649,-0.00464,-0.029008,-0.028163,0.006349,1
COP,2023-11-02,Energy,0.3533,0.0067,0.64,0.3467,4.7673,2023-11-02,2023-11-02,-0.027727,-0.071648,-0.122771,-0.116676,0.026692,-0.012782,-0.044653,-0.027727,0
COP,2024-10-31,Energy,0.3,0.04,0.66,0.26,4.9659,2024-10-31,2024-10-31,-0.01974,-0.02132,-0.005395,-0.063677,0.083305,0.067835,0.055479,-0.01974,0
COP,2025-11-06,Energy,0.3133,0.1467,0.54,0.1667,4.8129,2025-11-06,2025-11-06,0.012674,0.041314,0.05713,0.080947,-0.012532,-0.014134,-0.046909,0.012674,1
COP,2024-02-08,Energy,0.3267,0.0333,0.64,0.2933,4.4451,2024-02-08,2024-02-08,-0.029835,-0.025914,-0.033123,-0.027715,0.013625,0.003983,-0.004574,-0.029835,0
COP,2025-02-06,Energy,0.3067,0.04,0.6533,0.2667,5.3296,2025-02-06,2025-02-06,-0.006656,-0.036042,-0.001537,-0.035658,-0.00617,-0.017097,-0.033321,-0.006656,0
COP,2026-02-05,Energy,0.3733,0.0267,0.6,0.3467,4.9564,2026-02-05,2026-02-05,0.005963,0.050338,0.043632,0.131576,-0.01177,0.044865,0.100097,0.005963,1
CRM,2022-05-31,Technology,0.4733,0.0467,0.48,0.4267,5.1076,2022-05-31,2022-05-31,0.106878,0.16113,0.120865,0.13966,-0.023826,-0.040834,-0.055734,0.106878,1
CRM,2022-08-24,Technology,0.38,0.0267,0.5933,0.3533,4.8825,2022-08-24,2022-08-24,-0.048004,-0.088017,-0.096255,-0.07423,0.019583,-0.011873,-0.030549,-0.048004,0
CRM,2022-11-30,Technology,0.2467,0.0667,0.6867,0.18,6.7337,2022-11-30,2022-11-30,-0.081948,-0.150156,-0.138816,-0.117778,0.025,0.054247,-0.034292,-0.081948,0
CRM,2023-03-01,Technology,0.4867,0.0333,0.48,0.4533,4.7097,2023-03-01,2023-03-01,0.107191,0.082629,0.106811,0.154397,0.026695,0.033959,0.028023,0.107191,1
CRM,2023-05-31,Technology,0.4133,0.04,0.5467,0.3733,4.6463,2023-05-31,2023-05-31,-0.056417,-0.099834,-0.108845,-0.110354,0.026151,0.071931,0.073477,-0.056417,0
CRM,2023-08-30,Technology,0.2933,0.0267,0.68,0.2667,3.1019,2023-08-30,2023-08-30,0.031318,0.048489,0.018833,-0.008545,0.010412,0.010248,0.013029,0.031318,1
CRM,2023-11-29,Technology,0.2467,0.04,0.7133,0.2067,4.4122,2023-11-29,2023-11-29,0.089616,0.081198,0.08213,0.100121,0.024845,0.023925,0.028356,0.089616,1
CRM,2024-02-28,Technology,0.3133,0.0267,0.66,0.2867,3.4575,2024-02-28,2024-02-28,0.026595,0.00645,-0.001473,-0.029928,0.002223,0.039002,0.041576,0.026595,0
CRM,2024-05-29,Technology,0.3667,0.0267,0.6067,0.34,6.2881,2024-05-29,2024-05-29,-0.190737,-0.145477,-0.160881,-0.110983,0.013636,-0.032884,-0.024065,-0.190737,0
CRM,2024-08-28,Technology,0.1867,0.0467,0.7667,0.14,3.4989,2024-08-28,2024-08-28,-0.007389,-0.033797,-0.022774,0.038574,-0.014256,-0.00425,-0.012737,-0.007389,0
CRM,2024-12-03,Technology,0.1133,0.02,0.8667,0.0933,3.5861,2024-12-03,2024-12-03,0.103738,0.054308,0.058327,0.027466,0.000805,-0.033325,0.001691,0.103738,1
CRM,2025-02-26,Technology,0.2467,0.02,0.7333,0.2267,4.3512,2025-02-26,2025-02-26,-0.024483,-0.03067,-0.014029,-0.044936,0.004236,-0.022996,-0.034828,-0.024483,0
CVX,2023-04-28,Energy,0.3,0.0533,0.6467,0.2467,5.1253,2023-04-28,2023-04-28,-0.006939,-0.041716,-0.060511,-0.086896,0.001228,-0.012242,-0.030798,-0.006939,0
CVX,2024-04-26,Energy,0.3333,0.0733,0.5933,0.26,6.1629,2024-04-26,2024-04-26,-0.000889,-0.03996,-0.025173,-0.081138,-0.005783,0.010356,0.048666,-0.000889,0
CVX,2025-05-02,Energy,0.3333,0.0867,0.58,0.2467,6.7038,2025-05-02,2025-05-02,-0.015926,0.004197,-0.022423,-0.03843,0.001595,-0.030933,-0.072082,-0.015926,0
CVX,2023-07-28,Energy,0.26,0.12,0.62,0.14,3.7067,2023-07-28,2023-07-28,0.028246,0.024896,0.0579,0.048295,-0.014739,-0.009348,0.017439,0.028246,1
CVX,2024-08-02,Energy,0.3467,0.1133,0.54,0.2333,5.249,2024-08-02,2024-08-02,0.002937,-0.024134,-0.048793,-0.050652,-0.008049,-0.037661,-0.037295,0.002937,0
CVX,2025-08-01,Energy,0.4,0.0733,0.5267,0.3267,4.9434,2025-08-01,2025-08-01,-0.017577,-0.001022,-0.00092,0.03505,0.014808,0.001924,0.018402,-0.017577,0
CVX,2023-10-27,Energy,0.2,0.12,0.68,0.08,3.957,2023-10-27,2023-10-27,9.8e-05,-0.03588,-0.082578,-0.0961,-0.062672,-0.109795,-0.071889,9.8e-05,0
CVX,2024-11-01,Energy,0.4067,0.0733,0.52,0.3333,5.8615,2024-11-01,2024-11-01,0.008034,-0.022328,0.02879,0.01345,0.024337,0.028802,0.038568,0.008034,1
CVX,2025-10-31,Energy,0.2667,0.04,0.6933,0.2267,3.9389,2025-10-31,2025-10-31,-0.025209,-0.000859,0.014218,-0.019417,0.024078,0.006783,0.003715,-0.025209,1
CVX,2024-02-02,Energy,0.3733,0.0667,0.56,0.3067,3.7538,2024-02-02,2024-02-02,0.004232,-0.021739,0.016344,-0.04771,0.018886,0.006547,0.045595,0.004232,1
CVX,2025-01-31,Energy,0.4933,0.0533,0.4533,0.44,5.2237,2025-01-31,2025-01-31,0.007735,0.024735,0.039678,0.067515,-0.04029,-0.031388,-0.081142,0.007735,1
CVX,2026-01-30,Energy,0.4067,0.0533,0.54,0.3533,5.1642,2026-01-30,2026-01-30,-0.021195,0.024336,0.053435,0.090355,0.036337,0.057085,0.065027,-0.021195,1
GOOGL,2023-04-25,Technology,0.46,0.0133,0.5267,0.4467,5.3862,2023-04-25,2023-04-25,0.002887,0.002433,0.021759,0.160439,-0.004132,0.013408,-0.005354,0.002887,1
GOOGL,2023-07-25,Technology,0.4133,0.02,0.5667,0.3933,4.3668,2023-07-25,2023-07-25,0.057616,0.074142,0.089887,0.094178,0.002865,-0.015276,0.013946,0.057616,1
GOOGL,2023-10-24,Technology,0.3267,0.0133,0.66,0.3133,4.2378,2023-10-24,2023-10-24,-0.080742,-0.093299,-0.087876,-0.083222,0.009384,0.021903,0.030539,-0.080742,0
GOOGL,2024-01-30,Technology,0.42,0.0133,0.5667,0.4067,2.7378,2024-01-30,2024-01-30,-0.058686,-0.054888,-0.048225,-0.130875,-0.012581,0.017623,0.029347,-0.058686,0
GOOGL,2024-04-25,Technology,0.3133,0.0067,0.68,0.3067,2.3223,2024-04-25,2024-04-25,0.09277,0.065018,0.056359,0.067871,-0.01587,-0.008012,0.00662,0.09277,1
GOOGL,2024-07-23,Technology,0.4,0.0067,0.5933,0.3933,3.1081,2024-07-23,2024-07-23,-0.027725,-0.041988,-0.072153,-0.089252,0.002229,0.008034,-0.034376,-0.027725,0
GOOGL,2024-10-29,Technology,0.3933,0.0133,0.5933,0.38,4.1576,2024-10-29,2024-10-29,0.031196,0.009069,0.044361,-0.035753,0.016136,0.030149,0.022072,0.031196,1
GOOGL,2024-02-04,Technology,0.4333,0.0133,0.5533,0.42,2.9096,2024-02-04,2024-02-05,2e-05,0.009681,-0.026365,-0.106331,0.012772,-0.06664,-0.034646,2e-05,0
GOOGL,2024-04-24,Technology,0.42,0.0,0.58,0.42,3.5821,2024-04-24,2024-04-24,-0.015871,0.039735,0.041105,0.060084,0.005972,0.013832,0.036091,-0.015871,1
GOOGL,2025-07-23,Technology,0.3933,0.0067,0.6,0.3867,4.6371,2025-07-23,2025-07-23,0.009867,0.032724,0.03306,0.041635,-0.014309,0.023675,0.060794,0.009867,1
GOOGL,2025-10-29,Technology,0.4133,0.0,0.5867,0.4133,3.8601,2025-10-29,2025-10-29,0.036165,0.049745,0.050048,0.176493,0.026065,0.06157,0.060369,0.036165,1
GOOGL,2026-02-04,Technology,0.4333,0.0067,0.56,0.4267,4.1585,2026-02-04,2026-02-04,0.007114,-0.074707,-0.088158,-0.089453,-0.01479,0.004433,0.013038,0.007114,0
GS,2023-04-18,Financial,0.36,0.1533,0.4867,0.2067,7.846,2023-04-18,2023-04-18,0.009093,0.036309,0.006519,-0.029672,-0.017638,0.009019,0.0147,0.009093,1
GS,2023-07-19,Financial,0.3533,0.2067,0.44,0.1467,6.2201,2023-07-19,2023-07-19,0.036909,0.049268,0.042117,0.00059,0.007501,0.02277,0.036814,0.036909,1
GS,2023-10-17,Financial,0.3533,0.18,0.4667,0.1733,6.625,2023-10-17,2023-10-17,-0.010595,-0.00449,0.022283,0.065756,-0.015953,-0.020593,-0.023644,-0.010595,1
GS,2024-01-16,Financial,0.48,0.06,0.46,0.42,7.0179,2024-01-16,2024-01-16,-0.003036,-0.020067,-0.01673,-0.04479,0.010819,-0.022323,-0.012991,-0.003036,0
GS,2024-04-15,Financial,0.4467,0.0867,0.4667,0.36,7.2913,2024-04-15,2024-04-15,-0.008204,0.050461,0.06354,0.098782,0.041772,0.00398,0.003373,-0.008204,1
GS,2024-07-15,Financial,0.4467,0.0867,0.4667,0.36,6.7162,2024-07-15,2024-07-15,0.01599,0.001708,0.03086,0.036654,0.022986,0.047714,0.056427,0.01599,1
GS,2024-10-15,Financial,0.4533,0.08,0.4667,0.3733,6.1844,2024-10-15,2024-10-15,0.009973,-0.013916,0.000205,0.104876,0.007062,0.040444,0.046085,0.009973,1
GS,2025-01-15,Financial,0.5733,0.0267,0.4,0.5467,6.4488,2025-01-15,2025-01-15,0.013591,0.026792,0.04497,0.042422,0.041982,0.037423,0.048686,0.013591,1
GS,2025-04-14,Financial,0.5133,0.08,0.4067,0.4333,9.3197,2025-04-14,2025-04-14,0.010559,0.053784,0.060976,0.109568,0.009593,0.013764,-0.041214,0.010559,1
GS,2025-07-16,Financial,0.5533,0.06,0.3867,0.4933,7.7715,2025-07-16,2025-07-16,-0.010324,-0.00373,0.014534,0.017492,0.005639,0.017344,-0.007296,-0.010324,1
GS,2025-10-14,Financial,0.5,0.0333,0.4667,0.4667,6.8003,2025-10-14,2025-10-14,-0.008111,-0.028965,-0.009821,0.019949,-0.01914,-0.013625,-0.026205,-0.008111,0
GS,2026-01-15,Financial,0.6133,0.0067,0.38,0.6067,5.9584,2026-01-15,2026-01-15,-0.013365,-0.054041,-0.041061,-0.057316,0.043585,0.039931,0.09506,-0.013365,0
HON,2023-04-27,Industrial,0.6133,0.0667,0.32,0.5467,5.5853,2023-04-27,2023-04-27,-0.002342,0.005619,-0.017509,-0.032274,0.02048,0.008167,0.016397,-0.002342,0
HON,2024-04-25,Industrial,0.6067,0.0733,0.32,0.5333,3.4505,2024-04-25,2024-04-25,-0.007246,0.000153,0.006297,-0.006158,-0.005288,0.002205,0.008456,-0.007246,1
HON,2025-04-29,Industrial,0.52,0.1,0.38,0.42,9.1717,2025-04-29,2025-04-29,-0.005078,-0.015458,-0.026845,0.00719,0.047672,0.014797,0.027936,-0.005078,0
HON,2023-07-27,Industrial,0.6067,0.1267,0.2667,0.48,6.59,2023-07-27,2023-07-27,-0.016002,-0.021973,-0.01925,-0.017643,-0.05027,-0.056225,-0.065451,-0.016002,0
HON,2024-07-25,Industrial,0.6067,0.06,0.3333,0.5467,2.545,2024-07-25,2024-07-25,-0.009767,0.001978,0.001422,-0.03908,-0.047212,-0.044138,-0.025243,-0.009767,1
HON,2025-07-24,Industrial,0.5467,0.08,0.3733,0.4667,5.4435,2025-07-24,2025-07-24,-0.005294,-0.0058,-0.031772,-0.02819,-0.062144,-0.068429,-0.065649,-0.005294,0
HON,2023-10-26,Industrial,0.6133,0.1333,0.2533,0.48,5.8434,2023-10-26,2023-10-26,0.009872,0.01476,-0.002186,0.001386,0.000576,-0.001521,0.005839,0.009872,0
HON,2024-10-24,Industrial,0.5333,0.16,0.3067,0.3733,5.4076,2024-10-24,2024-10-24,-0.004916,0.001944,0.011911,0.061664,-0.053175,-0.042257,-0.026465,-0.004916,1
HON,2025-10-23,Industrial,0.5733,0.08,0.3467,0.4933,6.1281,2025-10-23,2025-10-23,-0.028701,-0.049867,-0.05589,-0.061363,0.062121,0.069303,0.079603,-0.028701,0
HON,2024-02-01,Industrial,0.5933,0.0467,0.36,0.5467,5.1045,2024-02-01,2024-02-01,-0.016609,-0.038155,-0.022942,-0.035917,-0.037562,-0.028316,-0.040765,-0.016609,0
HON,2025-02-06,Industrial,0.5533,0.04,0.4067,0.5133,4.8753,2025-02-06,2025-02-06,-0.01134,-0.027309,0.020626,0.078011,-0.059828,-0.06567,-0.064569,-0.01134,1
HON,2026-01-29,Industrial,0.6067,0.0733,0.32,0.5333,4.5636,2026-01-29,2026-01-29,0.004215,0.052747,0.073803,0.088871,0.050914,0.013776,0.061324,0.004215,1
INTC,2023-04-27,Technology,0.5133,0.0867,0.4,0.4267,4.0303,2023-04-27,2023-04-27,0.031652,0.068152,-0.028853,-0.084058,0.007975,-0.033691,-0.068087,0.031652,0
INTC,2023-07-27,Technology,0.6067,0.0533,0.34,0.5533,2.8548,2023-07-27,2023-07-27,0.056201,0.017328,0.021916,-0.01886,0.01216,0.034676,0.013559,0.056201,1
INTC,2023-10-26,Technology,0.5867,0.0133,0.4,0.5733,2.7593,2023-10-26,2023-10-26,0.097399,0.115146,0.114578,0.252605,0.002532,-0.05576,-0.068585,0.097399,1
INTC,2024-01-25,Technology,0.64,0.0267,0.3333,0.6133,3.8823,2024-01-25,2024-01-25,-0.117801,-0.127322,-0.160851,-0.170461,0.003932,0.035901,0.019749,-0.117801,0
INTC,2024-04-25,Technology,0.56,0.0467,0.3933,0.5133,3.1132,2024-04-25,2024-04-25,-0.10147,-0.134076,-0.172627,-0.184413,0.02148,-0.00595,-0.038956,-0.10147,0
INTC,2024-08-01,Technology,0.5733,0.1267,0.3,0.4467,4.2139,2024-08-01,2024-08-01,-0.241967,-0.267428,-0.301788,-0.330911,-0.040816,-0.07446,-0.149445,-0.241967,0
INTC,2024-10-31,Technology,0.52,0.12,0.36,0.4,3.4881,2024-10-31,2024-10-31,0.073846,0.171437,0.11965,0.057932,-0.015374,-0.018406,-0.017456,0.073846,1
INTC,2025-01-30,Technology,0.48,0.0067,0.5133,0.4733,3.9584,2025-01-30,2025-01-30,-0.023664,-0.0336,0.198145,0.203856,0.007797,-0.064598,-0.005976,-0.023664,1
INTC,2025-04-24,Technology,0.36,0.1333,0.5067,0.2267,5.9597,2025-04-24,2025-04-24,-0.074233,-0.091813,-0.056404,-0.110324,0.022662,0.077518,0.00166,-0.074233,0
INTC,2025-07-24,Technology,0.4533,0.0933,0.4533,0.36,4.2166,2025-07-24,2025-07-24,-0.089509,-0.121367,-0.12296,0.036663,-0.036942,-0.017615,-0.0637,-0.089509,0
INTC,2025-10-23,Technology,0.6067,0.02,0.3733,0.5867,3.5477,2025-10-23,2025-10-23,-0.005028,0.040398,-0.02195,-0.090347,0.027656,0.018998,0.00863,-0.005028,0
INTC,2026-01-22,Technology,0.5267,0.0667,0.4067,0.46,2.849,2026-01-22,2026-01-22,-0.17065,-0.111542,-0.095441,-0.188613,-0.003933,0.116941,0.27509,-0.17065,0
JNJ,2023-04-18,Healthcare,0.44,0.1133,0.4467,0.3267,7.7556,2023-04-18,2023-04-18,0.009609,0.045527,0.033103,-0.000812,-0.02878,-0.030804,0.018589,0.009609,1
JNJ,2023-07-20,Healthcare,0.4733,0.0667,0.46,0.4067,5.5,2023-07-20,2023-07-20,0.010749,0.03085,0.020808,0.068577,0.067363,0.054433,0.013479,0.010749,1
JNJ,2023-10-17,Healthcare,0.4467,0.1067,0.4467,0.34,5.2315,2023-10-17,2023-10-17,-0.008201,-0.00272,-0.008781,-0.083157,-0.009095,-0.01774,-0.029399,-0.008201,0
JNJ,2024-01-23,Healthcare,0.4267,0.0667,0.5067,0.36,5.4956,2024-01-23,2024-01-23,-0.006412,-0.018944,-0.02976,-0.025003,-0.019289,-0.025332,-0.032266,-0.006412,0
JNJ,2024-04-16,Healthcare,0.4267,0.1,0.4733,0.3267,4.0095,2024-04-16,2024-04-16,0.008133,0.031165,0.004047,0.008712,-0.019451,-0.021076,-0.054686,0.008133,1
JNJ,2024-07-17,Healthcare,0.48,0.06,0.46,0.42,4.8632,2024-07-17,2024-07-17,0.000277,0.026292,0.019118,0.035817,0.050906,0.055651,0.057801,0.000277,1
JNJ,2024-10-15,Healthcare,0.44,0.08,0.48,0.36,5.1587,2024-10-15,2024-10-15,-0.00325,-0.010067,-0.027869,-0.099364,0.02324,0.016083,-0.006601,-0.00325,0
